item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes
FERT-017,split-0-100,33,64,34,Clayey,Pulses,38,0,0,gpt-5.5,model-instructions-v2,Urea,"For pulses grown in clayey soil, the nutrient profile (N=38, P=0, K=0) together with moisture at 34% suggests Urea as a balanced adjustment under 33°C and 64% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because clayey soil and 34% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 33°C temperature conditions."
FERT-018,split-0-100,25,50,39,Sandy,Barley,21,0,19,gpt-5.5,model-instructions-v2,17-17-17,"For barley grown in sandy soil, the nutrient profile (N=21, P=19, K=0) together with moisture at 39% suggests 17-17-17 as a balanced adjustment under 25°C and 50% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 39% moisture may alter nutrient uptake efficiency for barley during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 25°C temperature conditions."
FERT-019,split-0-100,28,54,65,Black,Cotton,39,0,0,gpt-5.5,model-instructions-v2,Urea,"For cotton grown in black soil, the nutrient profile (N=39, P=0, K=0) together with moisture at 65% suggests Urea as a balanced adjustment under 28°C and 54% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because black soil and 65% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 28°C temperature conditions."
FERT-020,split-0-100,29,58,52,Loamy,Wheat,13,0,36,gpt-5.5,model-instructions-v2,10-26-26,"For wheat grown in loamy soil, the nutrient profile (N=13, P=36, K=0) together with moisture at 52% suggests 10-26-26 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because loamy soil and 52% moisture may alter nutrient uptake efficiency for wheat during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-021,split-0-100,30,60,44,Sandy,Millets,10,0,9,gpt-5.5,model-instructions-v2,17-17-17,"For millets grown in sandy soil, the nutrient profile (N=10, P=9, K=0) together with moisture at 44% suggests 17-17-17 as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 44% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-022,split-0-100,34,65,53,Loamy,Sugarcane,12,14,12,gpt-5.5,model-instructions-v2,20-20,"For sugarcane grown in loamy soil, the nutrient profile (N=12, P=12, K=14) together with moisture at 53% suggests 20-20 as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because loamy soil and 53% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-023,split-0-100,35,68,33,Red,Tobacco,11,0,37,gpt-5.5,model-instructions-v2,14-35-14,"For tobacco grown in red soil, the nutrient profile (N=11, P=37, K=0) together with moisture at 33% suggests 14-35-14 as a balanced adjustment under 35°C and 68% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because red soil and 33% moisture may alter nutrient uptake efficiency for tobacco during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 35°C temperature conditions."
FERT-024,split-0-100,28,54,37,Black,Millets,36,0,0,gpt-5.5,model-instructions-v2,Urea,"For millets grown in black soil, the nutrient profile (N=36, P=0, K=0) together with moisture at 37% suggests Urea as a balanced adjustment under 28°C and 54% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because black soil and 37% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 28°C temperature conditions."
FERT-025,split-0-100,33,64,39,Clayey,Paddy,13,0,10,gpt-5.5,model-instructions-v2,17-17-17,"For paddy grown in clayey soil, the nutrient profile (N=13, P=10, K=0) together with moisture at 39% suggests 17-17-17 as a balanced adjustment under 33°C and 64% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 39% moisture may alter nutrient uptake efficiency for paddy during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 33°C temperature conditions."
FERT-026,split-0-100,26,52,44,Sandy,Maize,23,0,20,gpt-5.5,model-instructions-v2,17-17-17,"For maize grown in sandy soil, the nutrient profile (N=23, P=20, K=0) together with moisture at 44% suggests 17-17-17 as a balanced adjustment under 26°C and 52% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 44% moisture may alter nutrient uptake efficiency for maize during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 26°C temperature conditions."
FERT-027,split-0-100,30,60,63,Red,Cotton,9,9,29,gpt-5.5,model-instructions-v2,DAP,"For cotton grown in red soil, the nutrient profile (N=9, P=29, K=9) together with moisture at 63% suggests DAP as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because red soil and 63% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-028,split-0-100,32,62,30,Loamy,Sugarcane,38,0,0,gpt-5.5,model-instructions-v2,Urea,"For sugarcane grown in loamy soil, the nutrient profile (N=38, P=0, K=0) together with moisture at 30% suggests Urea as a balanced adjustment under 32°C and 62% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because loamy soil and 30% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 32°C temperature conditions."
FERT-029,split-0-100,37,70,32,Black,Oil seeds,12,0,39,gpt-5.5,model-instructions-v2,14-35-14,"For oil seeds grown in black soil, the nutrient profile (N=12, P=39, K=0) together with moisture at 32% suggests 14-35-14 as a balanced adjustment under 37°C and 70% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because black soil and 32% moisture may alter nutrient uptake efficiency for oil seeds during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 37°C temperature conditions."
FERT-030,split-0-100,26,52,36,Clayey,Pulses,14,0,13,gpt-5.5,model-instructions-v2,17-17-17,"For pulses grown in clayey soil, the nutrient profile (N=14, P=13, K=0) together with moisture at 36% suggests 17-17-17 as a balanced adjustment under 26°C and 52% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 36% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 26°C temperature conditions."
FERT-031,split-0-100,29,58,40,Red,Ground Nuts,24,0,23,gpt-5.5,model-instructions-v2,17-17-17,"For ground nuts grown in red soil, the nutrient profile (N=24, P=23, K=0) together with moisture at 40% suggests 17-17-17 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because red soil and 40% moisture may alter nutrient uptake efficiency for ground nuts during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-032,split-0-100,30,60,27,Loamy,Sugarcane,12,0,40,gpt-5.5,model-instructions-v2,14-35-14,"For sugarcane grown in loamy soil, the nutrient profile (N=12, P=40, K=0) together with moisture at 27% suggests 14-35-14 as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because loamy soil and 27% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-033,split-0-100,34,65,38,Clayey,Paddy,39,0,0,gpt-5.5,model-instructions-v2,Urea,"For paddy grown in clayey soil, the nutrient profile (N=39, P=0, K=0) together with moisture at 38% suggests Urea as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because clayey soil and 38% moisture may alter nutrient uptake efficiency for paddy during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-034,split-0-100,36,68,38,Sandy,Barley,7,9,30,gpt-5.5,model-instructions-v2,DAP,"For barley grown in sandy soil, the nutrient profile (N=7, P=30, K=9) together with moisture at 38% suggests DAP as a balanced adjustment under 36°C and 68% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because sandy soil and 38% moisture may alter nutrient uptake efficiency for barley during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 36°C temperature conditions."
FERT-035,split-0-100,26,52,48,Loamy,Wheat,23,0,19,gpt-5.5,model-instructions-v2,17-17-17,"For wheat grown in loamy soil, the nutrient profile (N=23, P=19, K=0) together with moisture at 48% suggests 17-17-17 as a balanced adjustment under 26°C and 52% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because loamy soil and 48% moisture may alter nutrient uptake efficiency for wheat during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 26°C temperature conditions."
FERT-036,split-0-100,28,54,35,Black,Millets,41,0,0,gpt-5.5,model-instructions-v2,Urea,"For millets grown in black soil, the nutrient profile (N=41, P=0, K=0) together with moisture at 35% suggests Urea as a balanced adjustment under 28°C and 54% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because black soil and 35% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 28°C temperature conditions."
FERT-037,split-0-100,30,60,61,Loamy,Cotton,8,10,31,gpt-5.5,model-instructions-v2,DAP,"For cotton grown in loamy soil, the nutrient profile (N=8, P=31, K=10) together with moisture at 61% suggests DAP as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because loamy soil and 61% moisture may alter nutrient uptake efficiency for cotton during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-038,split-0-100,37,70,37,Clayey,Paddy,12,0,41,gpt-5.5,model-instructions-v2,14-35-14,"For paddy grown in clayey soil, the nutrient profile (N=12, P=41, K=0) together with moisture at 37% suggests 14-35-14 as a balanced adjustment under 37°C and 70% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because clayey soil and 37% moisture may alter nutrient uptake efficiency for paddy during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 37°C temperature conditions."
FERT-039,split-0-100,25,50,26,Red,Ground Nuts,15,14,11,gpt-5.5,model-instructions-v2,20-20,"For ground nuts grown in red soil, the nutrient profile (N=15, P=11, K=14) together with moisture at 26% suggests 20-20 as a balanced adjustment under 25°C and 50% humidity conditions.",Confidence is moderate since elevated potassium values indicate the need for a more even nutrient correction.,Field validation is still advised because red soil and 26% moisture may alter nutrient uptake efficiency for ground nuts during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 25°C temperature conditions."
FERT-040,split-0-100,29,58,34,Sandy,Millets,15,0,37,gpt-5.5,model-instructions-v2,10-26-26,"For millets grown in sandy soil, the nutrient profile (N=15, P=37, K=0) together with moisture at 34% suggests 10-26-26 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because sandy soil and 34% moisture may alter nutrient uptake efficiency for millets during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-041,split-0-100,27,54,30,Clayey,Pulses,13,0,13,gpt-5.5,model-instructions-v2,17-17-17,"For pulses grown in clayey soil, the nutrient profile (N=13, P=13, K=0) together with moisture at 30% suggests 17-17-17 as a balanced adjustment under 27°C and 54% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 30% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 27°C temperature conditions."
FERT-042,split-0-100,30,60,58,Loamy,Sugarcane,10,7,32,gpt-5.5,model-instructions-v2,DAP,"For sugarcane grown in loamy soil, the nutrient profile (N=10, P=32, K=7) together with moisture at 58% suggests DAP as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because loamy soil and 58% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-043,split-0-100,32,62,34,Red,Tobacco,22,0,24,gpt-5.5,model-instructions-v2,17-17-17,"For tobacco grown in red soil, the nutrient profile (N=22, P=24, K=0) together with moisture at 34% suggests 17-17-17 as a balanced adjustment under 32°C and 62% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because red soil and 34% moisture may alter nutrient uptake efficiency for tobacco during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 32°C temperature conditions."
FERT-044,split-0-100,34,65,60,Black,Sugarcane,35,0,0,gpt-5.5,model-instructions-v2,Urea,"For sugarcane grown in black soil, the nutrient profile (N=35, P=0, K=0) together with moisture at 60% suggests Urea as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because black soil and 60% moisture may alter nutrient uptake efficiency for sugarcane during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-045,split-0-100,35,67,42,Sandy,Barley,10,0,35,gpt-5.5,model-instructions-v2,DAP,"For barley grown in sandy soil, the nutrient profile (N=10, P=35, K=0) together with moisture at 42% suggests DAP as a balanced adjustment under 35°C and 67% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because sandy soil and 42% moisture may alter nutrient uptake efficiency for barley during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 35°C temperature conditions."
FERT-046,split-0-100,38,70,48,Loamy,Wheat,8,8,28,gpt-5.5,model-instructions-v2,DAP,"For wheat grown in loamy soil, the nutrient profile (N=8, P=28, K=8) together with moisture at 48% suggests DAP as a balanced adjustment under 38°C and 70% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because loamy soil and 48% moisture may alter nutrient uptake efficiency for wheat during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 38°C temperature conditions."
FERT-047,split-0-100,26,52,32,Black,Oil seeds,12,0,8,gpt-5.5,model-instructions-v2,17-17-17,"For oil seeds grown in black soil, the nutrient profile (N=12, P=8, K=0) together with moisture at 32% suggests 17-17-17 as a balanced adjustment under 26°C and 52% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because black soil and 32% moisture may alter nutrient uptake efficiency for oil seeds during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 26°C temperature conditions."
FERT-048,split-0-100,29,58,43,Clayey,Paddy,24,0,18,gpt-5.5,model-instructions-v2,17-17-17,"For paddy grown in clayey soil, the nutrient profile (N=24, P=18, K=0) together with moisture at 43% suggests 17-17-17 as a balanced adjustment under 29°C and 58% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because clayey soil and 43% moisture may alter nutrient uptake efficiency for paddy during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 29°C temperature conditions."
FERT-049,split-0-100,30,60,29,Red,Ground Nuts,41,0,0,gpt-5.5,model-instructions-v2,Urea,"For ground nuts grown in red soil, the nutrient profile (N=41, P=0, K=0) together with moisture at 29% suggests Urea as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because red soil and 29% moisture may alter nutrient uptake efficiency for ground nuts during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
FERT-050,split-0-100,33,64,51,Sandy,Maize,5,9,29,gpt-5.5,model-instructions-v2,DAP,"For maize grown in sandy soil, the nutrient profile (N=5, P=29, K=9) together with moisture at 51% suggests DAP as a balanced adjustment under 33°C and 64% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because sandy soil and 51% moisture may alter nutrient uptake efficiency for maize during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 33°C temperature conditions."
FERT-051,split-0-100,34,65,31,Red,Tobacco,23,0,21,gpt-5.5,model-instructions-v2,17-17-17,"For tobacco grown in red soil, the nutrient profile (N=23, P=21, K=0) together with moisture at 31% suggests 17-17-17 as a balanced adjustment under 34°C and 65% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because red soil and 31% moisture may alter nutrient uptake efficiency for tobacco during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 34°C temperature conditions."
FERT-052,split-0-100,36,68,33,Black,Oil seeds,13,0,14,gpt-5.5,model-instructions-v2,17-17-17,"For oil seeds grown in black soil, the nutrient profile (N=13, P=14, K=0) together with moisture at 33% suggests 17-17-17 as a balanced adjustment under 36°C and 68% humidity conditions.",Confidence is moderate because the recommendation balances the reported field conditions without extreme nutrient imbalance.,Field validation is still advised because black soil and 33% moisture may alter nutrient uptake efficiency for oil seeds during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 36°C temperature conditions."
FERT-053,split-0-100,28,54,38,Clayey,Pulses,40,0,0,gpt-5.5,model-instructions-v2,Urea,"For pulses grown in clayey soil, the nutrient profile (N=40, P=0, K=0) together with moisture at 38% suggests Urea as a balanced adjustment under 28°C and 54% humidity conditions.",Confidence is high because nitrogen demand is pronounced while phosphorous remains comparatively low.,Field validation is still advised because clayey soil and 38% moisture may alter nutrient uptake efficiency for pulses during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 28°C temperature conditions."
FERT-054,split-0-100,30,60,47,Sandy,Barley,12,0,42,gpt-5.5,model-instructions-v2,14-35-14,"For barley grown in sandy soil, the nutrient profile (N=12, P=42, K=0) together with moisture at 47% suggests 14-35-14 as a balanced adjustment under 30°C and 60% humidity conditions.",Confidence is moderately high because phosphorous demand appears significant relative to the observed nitrogen level in this row.,Field validation is still advised because sandy soil and 47% moisture may alter nutrient uptake efficiency for barley during active growth.,"Use this recommendation alongside local soil testing and monitor crop response after application, especially under 30°C temperature conditions."
