item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes
FERT-011,split-0-100,27,54,28,Clayey,Pulses,13,0,40,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Pulses), soil (Clayey), temperature 27C, humidity 54, moisture 28, and NPK values (13/40/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-012,split-0-100,31,62,48,Sandy,Maize,14,15,12,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Maize), soil (Sandy), temperature 31C, humidity 62, moisture 48, and NPK values (14/12/15).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-013,split-0-100,25,50,65,Loamy,Cotton,36,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Cotton), soil (Loamy), temperature 25C, humidity 50, moisture 65, and NPK values (36/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-014,split-0-100,32,62,41,Clayey,Paddy,24,0,22,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Paddy), soil (Clayey), temperature 32C, humidity 62, moisture 41, and NPK values (24/22/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-015,split-0-100,26,52,31,Red,Ground Nuts,14,0,41,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Ground Nuts), soil (Red), temperature 26C, humidity 52, moisture 31, and NPK values (14/41/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-016,split-0-100,31,62,49,Black,Sugarcane,10,13,14,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Sugarcane), soil (Black), temperature 31C, humidity 62, moisture 49, and NPK values (10/14/13).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-017,split-0-100,33,64,34,Clayey,Pulses,38,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Pulses), soil (Clayey), temperature 33C, humidity 64, moisture 34, and NPK values (38/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-018,split-0-100,25,50,39,Sandy,Barley,21,0,19,gpt-5.5,model-instructions-v4,17-17-17,"General balanced fertilizer appropriate for moderate nutrient profile. Considered crop type (Barley), soil (Sandy), temperature 25C, humidity 50, moisture 39, and NPK values (21/19/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-019,split-0-100,28,54,65,Black,Cotton,39,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Cotton), soil (Black), temperature 28C, humidity 54, moisture 65, and NPK values (39/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-020,split-0-100,29,58,52,Loamy,Wheat,13,0,36,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Wheat), soil (Loamy), temperature 29C, humidity 58, moisture 52, and NPK values (13/36/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-021,split-0-100,30,60,44,Sandy,Millets,10,0,9,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Millets), soil (Sandy), temperature 30C, humidity 60, moisture 44, and NPK values (10/9/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-022,split-0-100,34,65,53,Loamy,Sugarcane,12,14,12,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Sugarcane), soil (Loamy), temperature 34C, humidity 65, moisture 53, and NPK values (12/12/14).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-023,split-0-100,35,68,33,Red,Tobacco,11,0,37,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Tobacco), soil (Red), temperature 35C, humidity 68, moisture 33, and NPK values (11/37/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-024,split-0-100,28,54,37,Black,Millets,36,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Millets), soil (Black), temperature 28C, humidity 54, moisture 37, and NPK values (36/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-025,split-0-100,33,64,39,Clayey,Paddy,13,0,10,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Paddy), soil (Clayey), temperature 33C, humidity 64, moisture 39, and NPK values (13/10/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-026,split-0-100,26,52,44,Sandy,Maize,23,0,20,gpt-5.5,model-instructions-v4,17-17-17,"General balanced fertilizer appropriate for moderate nutrient profile. Considered crop type (Maize), soil (Sandy), temperature 26C, humidity 52, moisture 44, and NPK values (23/20/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-027,split-0-100,30,60,63,Red,Cotton,9,9,29,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Cotton), soil (Red), temperature 30C, humidity 60, moisture 63, and NPK values (9/29/9).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-028,split-0-100,32,62,30,Loamy,Sugarcane,38,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Sugarcane), soil (Loamy), temperature 32C, humidity 62, moisture 30, and NPK values (38/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-029,split-0-100,37,70,32,Black,Oil seeds,12,0,39,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Oil seeds), soil (Black), temperature 37C, humidity 70, moisture 32, and NPK values (12/39/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-030,split-0-100,26,52,36,Clayey,Pulses,14,0,13,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Pulses), soil (Clayey), temperature 26C, humidity 52, moisture 36, and NPK values (14/13/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-031,split-0-100,29,58,40,Red,Ground Nuts,24,0,23,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Ground Nuts), soil (Red), temperature 29C, humidity 58, moisture 40, and NPK values (24/23/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-032,split-0-100,30,60,27,Loamy,Sugarcane,12,0,40,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Sugarcane), soil (Loamy), temperature 30C, humidity 60, moisture 27, and NPK values (12/40/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-033,split-0-100,34,65,38,Clayey,Paddy,39,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Paddy), soil (Clayey), temperature 34C, humidity 65, moisture 38, and NPK values (39/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-034,split-0-100,36,68,38,Sandy,Barley,7,9,30,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Barley), soil (Sandy), temperature 36C, humidity 68, moisture 38, and NPK values (7/30/9).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-035,split-0-100,26,52,48,Loamy,Wheat,23,0,19,gpt-5.5,model-instructions-v4,17-17-17,"General balanced fertilizer appropriate for moderate nutrient profile. Considered crop type (Wheat), soil (Loamy), temperature 26C, humidity 52, moisture 48, and NPK values (23/19/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-036,split-0-100,28,54,35,Black,Millets,41,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Millets), soil (Black), temperature 28C, humidity 54, moisture 35, and NPK values (41/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-037,split-0-100,30,60,61,Loamy,Cotton,8,10,31,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Cotton), soil (Loamy), temperature 30C, humidity 60, moisture 61, and NPK values (8/31/10).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-038,split-0-100,37,70,37,Clayey,Paddy,12,0,41,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Paddy), soil (Clayey), temperature 37C, humidity 70, moisture 37, and NPK values (12/41/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-039,split-0-100,25,50,26,Red,Ground Nuts,15,14,11,gpt-5.5,model-instructions-v4,17-17-17,"General balanced fertilizer appropriate for moderate nutrient profile. Considered crop type (Ground Nuts), soil (Red), temperature 25C, humidity 50, moisture 26, and NPK values (15/11/14).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-040,split-0-100,29,58,34,Sandy,Millets,15,0,37,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Millets), soil (Sandy), temperature 29C, humidity 58, moisture 34, and NPK values (15/37/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-041,split-0-100,27,54,30,Clayey,Pulses,13,0,13,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Pulses), soil (Clayey), temperature 27C, humidity 54, moisture 30, and NPK values (13/13/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-042,split-0-100,30,60,58,Loamy,Sugarcane,10,7,32,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Sugarcane), soil (Loamy), temperature 30C, humidity 60, moisture 58, and NPK values (10/32/7).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-043,split-0-100,32,62,34,Red,Tobacco,22,0,24,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Tobacco), soil (Red), temperature 32C, humidity 62, moisture 34, and NPK values (22/24/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-044,split-0-100,34,65,60,Black,Sugarcane,35,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Sugarcane), soil (Black), temperature 34C, humidity 65, moisture 60, and NPK values (35/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-045,split-0-100,35,67,42,Sandy,Barley,10,0,35,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Barley), soil (Sandy), temperature 35C, humidity 67, moisture 42, and NPK values (10/35/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-046,split-0-100,38,70,48,Loamy,Wheat,8,8,28,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Wheat), soil (Loamy), temperature 38C, humidity 70, moisture 48, and NPK values (8/28/8).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-047,split-0-100,26,52,32,Black,Oil seeds,12,0,8,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Oil seeds), soil (Black), temperature 26C, humidity 52, moisture 32, and NPK values (12/8/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-048,split-0-100,29,58,43,Clayey,Paddy,24,0,18,gpt-5.5,model-instructions-v4,17-17-17,"General balanced fertilizer appropriate for moderate nutrient profile. Considered crop type (Paddy), soil (Clayey), temperature 29C, humidity 58, moisture 43, and NPK values (24/18/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-049,split-0-100,30,60,29,Red,Ground Nuts,41,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Ground Nuts), soil (Red), temperature 30C, humidity 60, moisture 29, and NPK values (41/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-050,split-0-100,33,64,51,Sandy,Maize,5,9,29,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-focused balanced fertilizer selected due to low nitrogen and moderate-high phosphorous demand. Considered crop type (Maize), soil (Sandy), temperature 33C, humidity 64, moisture 51, and NPK values (5/29/9).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-051,split-0-100,34,65,31,Red,Tobacco,23,0,21,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Tobacco), soil (Red), temperature 34C, humidity 65, moisture 31, and NPK values (23/21/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-052,split-0-100,36,68,33,Black,Oil seeds,13,0,14,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Oil seeds), soil (Black), temperature 36C, humidity 68, moisture 33, and NPK values (13/14/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-053,split-0-100,28,54,38,Clayey,Pulses,40,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Pulses), soil (Clayey), temperature 28C, humidity 54, moisture 38, and NPK values (40/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-054,split-0-100,30,60,47,Sandy,Barley,12,0,42,gpt-5.5,model-instructions-v4,DAP,"High phosphorous requirement indicated by elevated phosphorous balance target and low potassium. Considered crop type (Barley), soil (Sandy), temperature 30C, humidity 60, moisture 47, and NPK values (12/42/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-055,split-0-100,31,62,63,Red,Cotton,11,12,15,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Cotton), soil (Red), temperature 31C, humidity 62, moisture 63, and NPK values (11/15/12).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-056,split-0-100,27,53,43,Black,Millets,23,0,24,gpt-5.5,model-instructions-v4,14-35-14,"Phosphorous-enriched fertilizer selected for moderate phosphorous requirement. Considered crop type (Millets), soil (Black), temperature 27C, humidity 53, moisture 43, and NPK values (23/24/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-057,split-0-100,34,65,54,Loamy,Wheat,38,0,0,gpt-5.5,model-instructions-v4,20-20,"Balanced nitrogen-phosphorous support chosen for high nitrogen conditions with depleted P and K. Considered crop type (Wheat), soil (Loamy), temperature 34C, humidity 65, moisture 54, and NPK values (38/0/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-058,split-0-100,29,58,37,Sandy,Millets,8,0,15,gpt-5.5,model-instructions-v4,Urea,"Nitrogen supplementation prioritized because nitrogen is comparatively low. Considered crop type (Millets), soil (Sandy), temperature 29C, humidity 58, moisture 37, and NPK values (8/15/0).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
FERT-059,split-0-100,25,50,56,Loamy,Sugarcane,11,13,15,gpt-5.5,model-instructions-v4,10-26-26,"Balanced fertilizer with stronger phosphorous and potassium profile selected for overall nutrient support. Considered crop type (Sugarcane), soil (Loamy), temperature 25C, humidity 50, moisture 56, and NPK values (11/15/13).",Moderate confidence based on rule-based interpretation of nutrient balance and environmental conditions.,Recommendation is heuristic and should be validated with field soil testing and agronomic guidance.,Single-fertilizer recommendation generated from isolated row analysis without external datasets.
