item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes
FERT-014,split-0-100,32,62,41,Clayey,Paddy,24,0,22,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=32, humidity=62, moisture=41, N=24, P=22, K=0."
FERT-015,split-0-100,26,52,31,Red,Ground Nuts,14,0,41,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Ground Nuts, soil=Red, temperature=26, humidity=52, moisture=31, N=14, P=41, K=0."
FERT-016,split-0-100,31,62,49,Black,Sugarcane,10,13,14,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Sugarcane, soil=Black, temperature=31, humidity=62, moisture=49, N=10, P=14, K=13."
FERT-017,split-0-100,33,64,34,Clayey,Pulses,38,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=33, humidity=64, moisture=34, N=38, P=0, K=0."
FERT-018,split-0-100,25,50,39,Sandy,Barley,21,0,19,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Barley, soil=Sandy, temperature=25, humidity=50, moisture=39, N=21, P=19, K=0."
FERT-019,split-0-100,28,54,65,Black,Cotton,39,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Cotton, soil=Black, temperature=28, humidity=54, moisture=65, N=39, P=0, K=0."
FERT-020,split-0-100,29,58,52,Loamy,Wheat,13,0,36,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Wheat, soil=Loamy, temperature=29, humidity=58, moisture=52, N=13, P=36, K=0."
FERT-021,split-0-100,30,60,44,Sandy,Millets,10,0,9,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Millets, soil=Sandy, temperature=30, humidity=60, moisture=44, N=10, P=9, K=0."
FERT-022,split-0-100,34,65,53,Loamy,Sugarcane,12,14,12,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Sugarcane, soil=Loamy, temperature=34, humidity=65, moisture=53, N=12, P=12, K=14."
FERT-023,split-0-100,35,68,33,Red,Tobacco,11,0,37,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Tobacco, soil=Red, temperature=35, humidity=68, moisture=33, N=11, P=37, K=0."
FERT-024,split-0-100,28,54,37,Black,Millets,36,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Millets, soil=Black, temperature=28, humidity=54, moisture=37, N=36, P=0, K=0."
FERT-025,split-0-100,33,64,39,Clayey,Paddy,13,0,10,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=33, humidity=64, moisture=39, N=13, P=10, K=0."
FERT-026,split-0-100,26,52,44,Sandy,Maize,23,0,20,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Maize, soil=Sandy, temperature=26, humidity=52, moisture=44, N=23, P=20, K=0."
FERT-027,split-0-100,30,60,63,Red,Cotton,9,9,29,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Cotton, soil=Red, temperature=30, humidity=60, moisture=63, N=9, P=29, K=9."
FERT-028,split-0-100,32,62,30,Loamy,Sugarcane,38,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Sugarcane, soil=Loamy, temperature=32, humidity=62, moisture=30, N=38, P=0, K=0."
FERT-029,split-0-100,37,70,32,Black,Oil seeds,12,0,39,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Oil seeds, soil=Black, temperature=37, humidity=70, moisture=32, N=12, P=39, K=0."
FERT-030,split-0-100,26,52,36,Clayey,Pulses,14,0,13,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=26, humidity=52, moisture=36, N=14, P=13, K=0."
FERT-031,split-0-100,29,58,40,Red,Ground Nuts,24,0,23,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Ground Nuts, soil=Red, temperature=29, humidity=58, moisture=40, N=24, P=23, K=0."
FERT-032,split-0-100,30,60,27,Loamy,Sugarcane,12,0,40,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Sugarcane, soil=Loamy, temperature=30, humidity=60, moisture=27, N=12, P=40, K=0."
FERT-033,split-0-100,34,65,38,Clayey,Paddy,39,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=34, humidity=65, moisture=38, N=39, P=0, K=0."
FERT-034,split-0-100,36,68,38,Sandy,Barley,7,9,30,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Barley, soil=Sandy, temperature=36, humidity=68, moisture=38, N=7, P=30, K=9."
FERT-035,split-0-100,26,52,48,Loamy,Wheat,23,0,19,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Wheat, soil=Loamy, temperature=26, humidity=52, moisture=48, N=23, P=19, K=0."
FERT-036,split-0-100,28,54,35,Black,Millets,41,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Millets, soil=Black, temperature=28, humidity=54, moisture=35, N=41, P=0, K=0."
FERT-037,split-0-100,30,60,61,Loamy,Cotton,8,10,31,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Cotton, soil=Loamy, temperature=30, humidity=60, moisture=61, N=8, P=31, K=10."
FERT-038,split-0-100,37,70,37,Clayey,Paddy,12,0,41,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=37, humidity=70, moisture=37, N=12, P=41, K=0."
FERT-039,split-0-100,25,50,26,Red,Ground Nuts,15,14,11,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Ground Nuts, soil=Red, temperature=25, humidity=50, moisture=26, N=15, P=11, K=14."
FERT-040,split-0-100,29,58,34,Sandy,Millets,15,0,37,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Millets, soil=Sandy, temperature=29, humidity=58, moisture=34, N=15, P=37, K=0."
FERT-041,split-0-100,27,54,30,Clayey,Pulses,13,0,13,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=27, humidity=54, moisture=30, N=13, P=13, K=0."
FERT-042,split-0-100,30,60,58,Loamy,Sugarcane,10,7,32,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Sugarcane, soil=Loamy, temperature=30, humidity=60, moisture=58, N=10, P=32, K=7."
FERT-043,split-0-100,32,62,34,Red,Tobacco,22,0,24,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Tobacco, soil=Red, temperature=32, humidity=62, moisture=34, N=22, P=24, K=0."
FERT-044,split-0-100,34,65,60,Black,Sugarcane,35,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Sugarcane, soil=Black, temperature=34, humidity=65, moisture=60, N=35, P=0, K=0."
FERT-045,split-0-100,35,67,42,Sandy,Barley,10,0,35,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Barley, soil=Sandy, temperature=35, humidity=67, moisture=42, N=10, P=35, K=0."
FERT-046,split-0-100,38,70,48,Loamy,Wheat,8,8,28,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Wheat, soil=Loamy, temperature=38, humidity=70, moisture=48, N=8, P=28, K=8."
FERT-047,split-0-100,26,52,32,Black,Oil seeds,12,0,8,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Oil seeds, soil=Black, temperature=26, humidity=52, moisture=32, N=12, P=8, K=0."
FERT-048,split-0-100,29,58,43,Clayey,Paddy,24,0,18,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=29, humidity=58, moisture=43, N=24, P=18, K=0."
FERT-049,split-0-100,30,60,29,Red,Ground Nuts,41,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Ground Nuts, soil=Red, temperature=30, humidity=60, moisture=29, N=41, P=0, K=0."
FERT-050,split-0-100,33,64,51,Sandy,Maize,5,9,29,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Maize, soil=Sandy, temperature=33, humidity=64, moisture=51, N=5, P=29, K=9."
FERT-051,split-0-100,34,65,31,Red,Tobacco,23,0,21,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Tobacco, soil=Red, temperature=34, humidity=65, moisture=31, N=23, P=21, K=0."
FERT-052,split-0-100,36,68,33,Black,Oil seeds,13,0,14,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Oil seeds, soil=Black, temperature=36, humidity=68, moisture=33, N=13, P=14, K=0."
FERT-053,split-0-100,28,54,38,Clayey,Pulses,40,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=28, humidity=54, moisture=38, N=40, P=0, K=0."
FERT-054,split-0-100,30,60,47,Sandy,Barley,12,0,42,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Barley, soil=Sandy, temperature=30, humidity=60, moisture=47, N=12, P=42, K=0."
FERT-055,split-0-100,31,62,63,Red,Cotton,11,12,15,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Cotton, soil=Red, temperature=31, humidity=62, moisture=63, N=11, P=15, K=12."
FERT-056,split-0-100,27,53,43,Black,Millets,23,0,24,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Millets, soil=Black, temperature=27, humidity=53, moisture=43, N=23, P=24, K=0."
FERT-057,split-0-100,34,65,54,Loamy,Wheat,38,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Wheat, soil=Loamy, temperature=34, humidity=65, moisture=54, N=38, P=0, K=0."
FERT-058,split-0-100,29,58,37,Sandy,Millets,8,0,15,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Millets, soil=Sandy, temperature=29, humidity=58, moisture=37, N=8, P=15, K=0."
FERT-059,split-0-100,25,50,56,Loamy,Sugarcane,11,13,15,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Sugarcane, soil=Loamy, temperature=25, humidity=50, moisture=56, N=11, P=15, K=13."
FERT-060,split-0-100,32,62,34,Red,Ground Nuts,15,0,37,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Ground Nuts, soil=Red, temperature=32, humidity=62, moisture=34, N=15, P=37, K=0."
FERT-061,split-0-100,28,54,41,Clayey,Paddy,36,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=28, humidity=54, moisture=41, N=36, P=0, K=0."
FERT-062,split-0-100,30,60,49,Loamy,Wheat,13,0,9,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Wheat, soil=Loamy, temperature=30, humidity=60, moisture=49, N=13, P=9, K=0."
FERT-063,split-0-100,34,65,64,Black,Cotton,24,0,20,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Cotton, soil=Black, temperature=34, humidity=65, moisture=64, N=24, P=20, K=0."
FERT-064,split-0-100,28,54,47,Sandy,Barley,5,18,15,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Barley, soil=Sandy, temperature=28, humidity=54, moisture=47, N=5, P=15, K=18."
FERT-065,split-0-100,27,53,35,Black,Oil seeds,37,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Oil seeds, soil=Black, temperature=27, humidity=53, moisture=35, N=37, P=0, K=0."
FERT-066,split-0-100,36,68,62,Red,Cotton,15,0,40,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Cotton, soil=Red, temperature=36, humidity=68, moisture=62, N=15, P=40, K=0."
FERT-067,split-0-100,34,65,57,Black,Sugarcane,9,0,13,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Sugarcane, soil=Black, temperature=34, humidity=65, moisture=57, N=9, P=13, K=0."
FERT-068,split-0-100,29,58,55,Loamy,Sugarcane,8,8,33,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Sugarcane, soil=Loamy, temperature=29, humidity=58, moisture=55, N=8, P=33, K=8."
FERT-069,split-0-100,25,50,40,Clayey,Pulses,6,19,16,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=25, humidity=50, moisture=40, N=6, P=16, K=19."
FERT-070,split-0-100,30,60,38,Sandy,Millets,10,0,14,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Millets, soil=Sandy, temperature=30, humidity=60, moisture=38, N=10, P=14, K=0."
FERT-071,split-0-100,26,52,39,Clayey,Pulses,21,0,23,gpt55-heuristic,model-instructions-v4,20-20,Balanced nitrogen and phosphorous supplementation appears suitable.,Lower-to-moderate confidence due to limited agronomic context.,Field testing is recommended before large-scale application.,"Recommendation based on crop=Pulses, soil=Clayey, temperature=26, humidity=52, moisture=39, N=21, P=23, K=0."
FERT-072,split-0-100,31,62,32,Red,Tobacco,39,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Tobacco, soil=Red, temperature=31, humidity=62, moisture=32, N=39, P=0, K=0."
FERT-073,split-0-100,34,65,48,Loamy,Wheat,23,0,19,gpt55-heuristic,model-instructions-v4,28-28,General balanced nutrient supplementation is used as a fallback recommendation.,Lower confidence because nutrient deficiencies are not strongly differentiated.,Local agronomic validation is advised.,"Recommendation based on crop=Wheat, soil=Loamy, temperature=34, humidity=65, moisture=48, N=23, P=19, K=0."
FERT-074,split-0-100,27,53,34,Black,Oil seeds,42,0,0,gpt55-heuristic,model-instructions-v4,Urea,Nitrogen-focused fertilization is prioritized due to low phosphorous and potassium levels.,Moderate confidence from macronutrient pattern.,Excess nitrogen application should be monitored.,"Recommendation based on crop=Oil seeds, soil=Black, temperature=27, humidity=53, moisture=34, N=42, P=0, K=0."
FERT-075,split-0-100,33,64,31,Red,Ground Nuts,13,0,39,gpt55-heuristic,model-instructions-v4,DAP,Low nitrogen with high phosphorous profile suggests a phosphatic fertilizer with nitrogen support.,Moderate confidence based on nutrient imbalance.,Actual soil micronutrients and yield targets were not provided.,"Recommendation based on crop=Ground Nuts, soil=Red, temperature=33, humidity=64, moisture=31, N=13, P=39, K=0."
FERT-076,split-0-100,29,58,42,Clayey,Paddy,9,10,22,gpt55-heuristic,model-instructions-v4,14-35-14,Nitrogen is relatively low while phosphorous demand appears elevated.,Moderate confidence from N-P relationship.,Potassium response may vary by field conditions.,"Recommendation based on crop=Paddy, soil=Clayey, temperature=29, humidity=58, moisture=42, N=9, P=22, K=10."
