item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes
FERT-023,split-0-100,35,68,33,Red,Tobacco,11,0,37,gemini,model-instructions-v4,DAP,"Tobacco in Red soil needing 37 P and just 11 N requires the phosphorous-heavy DAP.","The 1:3 ratio with zero potassium strongly supports a DAP application.","Red soil at a low 33 moisture under 35C heat will severely limit nutrient mobility.","Irrigation is critical to activate the DAP at 68% humidity."
FERT-024,split-0-100,28,54,37,Black,Millets,36,0,0,gemini,model-instructions-v4,Urea,"Millets requiring 36 Nitrogen with no other deficits in Black soil need Urea.","Total lack of K/P requirements guarantees Urea is the right path.","Black soil cracking at 37 moisture could expose Urea to air; incorporate it well.","Optimal 28C conditions for Millets to absorb the nitrogen spike."
FERT-025,split-0-100,33,64,39,Clayey,Paddy,13,0,10,gemini,model-instructions-v4,20-20,"Clayey Paddy fields needing 13 N and 10 P are best serviced by 20-20.","The low, balanced N and P demand without K confirms 20-20.","39 moisture in Clayey dirt at 33C might cause surface crusting over the fertilizer.","20-20 supports steady early growth during 64% humidity."
FERT-026,split-0-100,26,52,44,Sandy,Maize,23,0,20,gemini,model-instructions-v4,28-28,"Maize demanding 23 N and 20 P in Sandy soil requires the 28-28 formulation.","A strong match given the synchronized moderate N and P gap.","Sandy fields at 44 moisture drain well; ensure the 28-28 isn't washed past the root zone.","Apply at 26C to encourage robust stalk growth in the Maize."
FERT-027,split-0-100,30,60,63,Red,Cotton,9,9,29,gemini,model-instructions-v4,14-35-14,"Cotton needing 29 P, 9 K, and 9 N in Red soil perfectly matches 14-35-14.","Confident choice due to the classic 1:3:1 NPK signature of this row.","High 63 moisture in Red soil requires caution to prevent root rot at 30C.","The 60% humidity is excellent for boll development aided by this fertilizer."
FERT-028,split-0-100,32,62,30,Loamy,Sugarcane,38,0,0,gemini,model-instructions-v4,Urea,"Sugarcane with a massive 38 N requirement and zero P/K needs Urea immediately.","The 38-0-0 profile leaves Urea as the definitive recommendation.","Low 30 moisture in Loamy soil at 32C means volatilization is a high risk.","Water the field thoroughly during 62% humidity to sink the Urea."
FERT-029,split-0-100,37,70,32,Black,Oil seeds,12,0,39,gemini,model-instructions-v4,DAP,"Oil seeds demanding 39 P and 12 N in Black soil are a prime candidate for DAP.","Zero K and heavily skewed P needs make DAP a highly confident choice here.","Extreme 37C heat and low 32 moisture might cause heat stress; apply carefully.","DAP will fortify Oil seed roots if properly watered under 70% humidity."
FERT-030,split-0-100,26,52,36,Clayey,Pulses,14,0,13,gemini,model-instructions-v4,20-20,"Pulses needing 14 N and 13 P in Clayey soil align beautifully with 20-20.","The 1:1 N to P ratio strictly points to 20-20 over other blends.","Clay at 36 moisture might be hard to work the 20-20 into without tilling.","Cool 26C weather provides a safe window for Pulses fertilization."
FERT-031,split-0-100,29,58,40,Red,Ground Nuts,24,0,23,gemini,model-instructions-v4,28-28,"Ground Nuts demanding 24 N and 23 P in Red soil require the 28-28 balance.","Equal mid-range N and P without K makes 28-28 the most accurate selection.","Red soil at 40 moisture is stable, but watch for sudden drying at 29C.","28-28 promotes excellent pegging for Ground Nuts at 58% humidity."
FERT-032,split-0-100,30,60,27,Loamy,Sugarcane,12,0,40,gemini,model-instructions-v4,DAP,"A high 40 P and low 12 N need for Sugarcane in Loamy dirt mandates DAP.","The near 1:3 ratio with zero potassium securely points to DAP.","Very low 27 moisture at 30C means the DAP won't activate without irrigation.","Water deeply to ensure Sugarcane roots access the DAP."
FERT-033,split-0-100,34,65,38,Clayey,Paddy,39,0,0,gemini,model-instructions-v4,Urea,"Paddy in Clayey soil needing 39 N and nothing else requires pure Urea.","High certainty for Urea given the complete lack of K and P demand.","Clayey soil at 38 moisture might crack at 34C; ensure proper flooding for Paddy.","65% humidity will assist in Urea breakdown once the field is wet."
FERT-034,split-0-100,36,68,38,Sandy,Barley,7,9,30,gemini,model-instructions-v4,14-35-14,"Barley needing 30 P, 9 K, and 7 N in Sandy soil matches the 14-35-14 profile.","The exact 1:4:1 nutrient gap corresponds directly to a 14-35-14 application.","Sandy soil at 36C and 38 moisture risks scorching the roots; apply cautiously.","The 68% humidity will help mitigate the extreme heat during application."
FERT-035,split-0-100,26,52,48,Loamy,Wheat,23,0,19,gemini,model-instructions-v4,28-28,"Wheat demanding 23 N and 19 P in Loamy earth is best served by 28-28.","Confident in 28-28 due to the simultaneous moderate N and P deficits.","Loamy soil at 48 moisture provides excellent conditions for nutrient uptake.","Apply 28-28 to boost Wheat tillering under comfortable 26C weather."
FERT-036,split-0-100,28,54,35,Black,Millets,41,0,0,gemini,model-instructions-v4,Urea,"Millets with an extreme 41 N deficit in Black soil must be treated with Urea.","The 41-0-0 profile leaves Urea as the definitive and only recommendation.","Black soil at 35 moisture is quite dry; Urea might sit on the surface and volatilize.","Watering is necessary to pull the Urea into the root zone at 28C."
FERT-037,split-0-100,30,60,61,Loamy,Cotton,8,10,31,gemini,model-instructions-v4,14-35-14,"Cotton demanding 31 P, 10 K, and 8 N in Loamy soil perfectly matches 14-35-14.","High certainty due to the classic 1:4:1 NPK signature required here.","High 61 moisture in Loamy soil is good, but watch for fungal outbreaks at 30C.","14-35-14 will strongly support boll formation during 60% humidity."
FERT-038,split-0-100,37,70,37,Clayey,Paddy,12,0,41,gemini,model-instructions-v4,DAP,"Paddy needing 41 P and just 12 N in Clayey soil requires the phosphorous kick of DAP.","The 1:3 ratio with zero potassium strongly supports a DAP top-dress.","Extreme 37C heat requires the Clayey soil to be fully flooded to protect Paddy.","DAP will strengthen root systems once incorporated at 70% humidity."
FERT-039,split-0-100,25,50,26,Red,Ground Nuts,15,14,11,gemini,model-instructions-v4,17-17-17,"Even demands of 15 N, 14 K, and 11 P for Ground Nuts mean 17-17-17 is ideal.","A balanced NPK footprint in this Red soil confirms 17-17-17 is the right path.","Very low 26 moisture means the fertilizer won't activate without immediate rain or watering.","Cool 25C temp provides a safe window for balanced nutrition."
FERT-040,split-0-100,29,58,34,Sandy,Millets,15,0,37,gemini,model-instructions-v4,DAP,"Millets needing 37 P and 15 N in Sandy soil align directly with DAP.","Zero K and heavily skewed P needs make DAP a confident choice.","Sandy soil at 34 moisture will not hold the DAP long if heavy rain occurs.","Apply at 29C to support early Millet root anchoring."
FERT-041,split-0-100,27,54,30,Clayey,Pulses,13,0,13,gemini,model-instructions-v4,20-20,"Pulses demanding exactly 13 N and 13 P in Clayey soil are perfectly suited for 20-20.","The precise 1:1 N to P deficit is exactly what 20-20 corrects.","Clay at 30 moisture is dry; tilling might be needed to get the 20-20 in.","27C and 54% humidity is excellent for steady Pulses growth."
FERT-042,split-0-100,30,60,58,Loamy,Sugarcane,10,7,32,gemini,model-instructions-v4,14-35-14,"Sugarcane needing 32 P, 7 K, and 10 N in Loamy soil strictly requires 14-35-14.","Confident choice due to the low N/K and high P requirements of this plot.","Good 58 moisture allows for excellent dispersion of the 14-35-14 blend.","The 30C weather is warm enough to trigger active Sugarcane growth."
FERT-043,split-0-100,32,62,34,Red,Tobacco,22,0,24,gemini,model-instructions-v4,28-28,"Tobacco requiring 22 N and 24 P in Red soil mandates a 28-28 application.","Equal mid-range N and P without K makes 28-28 the most accurate selection.","Red soil at 34 moisture might restrict nutrient mobility at 32C.","Apply during 62% humidity to improve soil integration for Tobacco."
FERT-044,split-0-100,34,65,60,Black,Sugarcane,35,0,0,gemini,model-instructions-v4,Urea,"Sugarcane in Black soil needing 35 N and nothing else must receive Urea.","Total lack of K/P requirements guarantees Urea is the optimal path.","Black soil with 60 moisture at 34C risks severe nitrogen loss to the air.","Ensure immediate soil incorporation under these 65% humidity conditions."
FERT-045,split-0-100,35,67,42,Sandy,Barley,10,0,35,gemini,model-instructions-v4,DAP,"Barley needing 35 P and just 10 N in Sandy soil requires DAP.","The near 1:3 ratio with zero potassium securely points to DAP.","Sandy soil at 35C risks heat stress; ensure adequate water for the Barley.","DAP will fortify root systems if properly watered under 67% humidity."
FERT-046,split-0-100,38,70,48,Loamy,Wheat,8,8,28,gemini,model-instructions-v4,14-35-14,"Wheat demanding 28 P, 8 K, and 8 N in Loamy soil fits the 14-35-14 profile well.","The exact low N/K and high P gap corresponds directly to 14-35-14.","Extreme 38C heat requires careful timing to avoid burning the Wheat.","The 70% humidity will help mitigate the intense heat during application."
FERT-047,split-0-100,26,52,32,Black,Oil seeds,12,0,8,gemini,model-instructions-v4,20-20,"Oil seeds needing 12 N and 8 P in Black soil are best serviced by 20-20.","The low, balanced N and P demand without K confirms 20-20 is best.","Black soil cracking at 32 moisture could expose the fertilizer; incorporate it.","20-20 supports steady early growth at a comfortable 26C."
FERT-048,split-0-100,29,58,43,Clayey,Paddy,24,0,18,gemini,model-instructions-v4,28-28,"Paddy requiring 24 N and 18 P in Clayey earth is perfectly served by 28-28.","The matching moderate N and P gap with no K confirms 28-28.","Clayey conditions at 43 moisture are decent for Paddy nutrient uptake.","28-28 supports steady tillering under 58% humidity conditions."
FERT-049,split-0-100,30,60,29,Red,Ground Nuts,41,0,0,gemini,model-instructions-v4,Urea,"Ground Nuts with an extreme 41 N deficit in Red soil strictly dictate Urea.","The 41-0-0 profile leaves Urea as the definitive recommendation here.","Very low 29 moisture in Red soil at 30C means volatilization is a massive risk.","Water the field thoroughly during 60% humidity to sink the Urea."
FERT-050,split-0-100,33,64,51,Sandy,Maize,5,9,29,gemini,model-instructions-v4,14-35-14,"Maize needing 29 P, 9 K, and 5 N in Sandy soil matches the 14-35-14 blend.","Confident choice due to the classic 1:4:1 NPK signature required.","Sandy soil drains well at 51 moisture; ensure nutrients aren't washed past roots.","14-35-14 will strongly support Maize stalk formation at 33C."
FERT-051,split-0-100,34,65,31,Red,Tobacco,23,0,21,gemini,model-instructions-v4,28-28,"Tobacco demanding 23 N and 21 P in Red soil mandates a 28-28 application.","Equal mid-range N and P without K makes 28-28 the most accurate selection.","Red soil at 31 moisture might severely restrict nutrient mobility at 34C.","Apply during 65% humidity to improve soil integration for Tobacco."
FERT-052,split-0-100,36,68,33,Black,Oil seeds,13,0,14,gemini,model-instructions-v4,20-20,"Oil seeds needing exactly 13 N and 14 P in Black soil are perfectly suited for 20-20.","The precise 1:1 N to P deficit is exactly what 20-20 is meant to correct.","Black soil at 36C and 33 moisture is dangerously dry; watering is mandatory.","20-20 supports steady Oil seed growth if hydration is provided."
FERT-053,split-0-100,28,54,38,Clayey,Pulses,40,0,0,gemini,model-instructions-v4,Urea,"Pulses in Clayey soil needing 40 N and nothing else must receive Urea.","Total lack of K/P requirements guarantees Urea is the optimal path.","Clayey soil with 38 moisture risks some nitrogen loss if not mixed in.","Optimal 28C conditions for Pulses to absorb the nitrogen spike."
FERT-054,split-0-100,30,60,47,Sandy,Barley,12,0,42,gemini,model-instructions-v4,DAP,"Barley requiring 42 P and 12 N in Sandy soil is a textbook case for DAP.","Zero K and heavily skewed P needs make DAP a highly confident choice.","Sandy soil at 47 moisture will hold the DAP well unless heavy rains hit.","Apply at 30C to support robust early Barley root anchoring."
FERT-055,split-0-100,31,62,63,Red,Cotton,11,12,15,gemini,model-instructions-v4,17-17-17,"Even demands of 11 N, 12 K, and 15 P for Cotton mean 17-17-17 is ideal.","A balanced NPK footprint in this Red soil confirms 17-17-17 is the right path.","High 63 moisture in Red soil requires caution to prevent root rot at 31C.","17-17-17 will provide balanced nutrition during 62% humidity phases."
FERT-056,split-0-100,27,53,43,Black,Millets,23,0,24,gemini,model-instructions-v4,28-28,"Millets demanding 23 N and 24 P in Black soil are best served by 28-28.","Confident in 28-28 due to the simultaneous moderate N and P deficits.","Black soil at 43 moisture provides excellent conditions for nutrient uptake.","Apply 28-28 to boost Millet growth under comfortable 27C weather."
FERT-057,split-0-100,34,65,54,Loamy,Wheat,38,0,0,gemini,model-instructions-v4,Urea,"Wheat with an extreme 38 N deficit in Loamy soil strictly dictates Urea.","The 38-0-0 profile leaves Urea as the definitive recommendation here.","Loamy soil at 54 moisture under 34C heat risks severe volatilization.","Water the field thoroughly to sink the Urea into the root zone."
FERT-058,split-0-100,29,58,37,Sandy,Millets,8,0,15,gemini,model-instructions-v4,20-20,"Millets needing 15 P and 8 N in Sandy soil align best with a light 20-20 application.","The moderate P and low N demand without K makes 20-20 a safe baseline.","Sandy soil at 37 moisture drains fast; split the 20-20 dose if possible.","The 29C weather is warm enough to trigger active Millets growth."
FERT-059,split-0-100,25,50,56,Loamy,Sugarcane,11,13,15,gemini,model-instructions-v4,17-17-17,"Sugarcane requiring balanced 11 N, 13 K, and 15 P strongly points to 17-17-17.","Near identical NPK demands in Loamy soil make 17-17-17 the unquestioned choice.","At 56 moisture, soil is well hydrated for Sugarcane to absorb the blend.","Cool 25C temp provides a safe window for balanced nutrition."
FERT-060,split-0-100,32,62,34,Red,Ground Nuts,15,0,37,gemini,model-instructions-v4,DAP,"Ground Nuts needing 37 P and 15 N in Red soil require the phosphorous-heavy DAP.","The near 1:3 ratio with zero potassium securely points to DAP.","Red soil at a low 34 moisture under 32C heat will severely limit nutrient mobility.","Irrigation is critical to activate the DAP for Ground Nuts."
FERT-061,split-0-100,28,54,41,Clayey,Paddy,36,0,0,gemini,model-instructions-v4,Urea,"Paddy in Clayey soil needing 36 N and nothing else must receive Urea.","Total lack of K/P requirements guarantees Urea is the optimal path.","Clayey conditions at 41 moisture are decent for Paddy nutrient uptake.","Optimal 28C conditions for Paddy to absorb the nitrogen spike."
FERT-062,split-0-100,30,60,49,Loamy,Wheat,13,0,9,gemini,model-instructions-v4,20-20,"Wheat needing exactly 13 N and 9 P in Loamy soil is perfectly suited for 20-20.","The precise low N to P deficit is exactly what 20-20 corrects.","Loamy soil at 49 moisture provides an excellent bed for 20-20 absorption.","The 30C temperature provides a good metabolic rate for Wheat to use this."
FERT-063,split-0-100,34,65,64,Black,Cotton,24,0,20,gemini,model-instructions-v4,28-28,"Cotton demanding 24 N and 20 P in Black soil mandates a 28-28 application.","Equal mid-range N and P without K makes 28-28 the most accurate selection.","High 64 moisture in Black soil at 34C poses a fungal risk; monitor Cotton.","Apply during 65% humidity to improve soil integration for the bolls."
FERT-064,split-0-100,28,54,47,Sandy,Barley,5,18,15,gemini,model-instructions-v4,10-26-26,"Barley requiring 18 K, 15 P, and just 5 N in Sandy soil matches 10-26-26.","High potassium and phosphorous needs over nitrogen strongly indicate 10-26-26.","Sandy soil at 47 moisture drains well; ensure nutrients aren't washed away.","10-26-26 will strongly support Barley stem strength at 28C."
FERT-065,split-0-100,27,53,35,Black,Oil seeds,37,0,0,gemini,model-instructions-v4,Urea,"Oil seeds with an extreme 37 N deficit in Black soil strictly dictate Urea.","The 37-0-0 profile leaves Urea as the definitive recommendation here.","Black soil cracking at 35 moisture could expose the Urea; incorporate it.","The 27C weather is excellent for steady Oil seed growth."
FERT-066,split-0-100,36,68,62,Red,Cotton,15,0,40,gemini,model-instructions-v4,DAP,"Cotton requiring 40 P and 15 N in Red soil is a textbook case for DAP.","Zero K and heavily skewed P needs make DAP a highly confident choice.","Red soil at 62 moisture is very wet; ensure Cotton roots aren't drowning at 36C.","DAP will fortify root systems if properly integrated under 68% humidity."
FERT-067,split-0-100,34,65,57,Black,Sugarcane,9,0,13,gemini,model-instructions-v4,20-20,"Sugarcane needing 9 N and 13 P in Black soil aligns best with 20-20.","The low N and P demand without K makes 20-20 a safe baseline.","Black soil at 57 moisture provides excellent conditions for nutrient uptake.","The 34C weather is warm enough to trigger active Sugarcane growth."
FERT-068,split-0-100,29,58,55,Loamy,Sugarcane,8,8,33,gemini,model-instructions-v4,14-35-14,"Sugarcane needing 33 P, 8 K, and 8 N in Loamy soil perfectly matches 14-35-14.","Confident choice due to the classic 1:4:1 NPK signature required.","Good 55 moisture allows for excellent dispersion of the 14-35-14 blend.","14-35-14 will strongly support Sugarcane stalk formation at 29C."
FERT-069,split-0-100,25,50,40,Clayey,Pulses,6,19,16,gemini,model-instructions-v4,10-26-26,"Pulses demanding 19 K, 16 P, and low 6 N in Clayey soil require 10-26-26.","High potassium and phosphorous needs solidly confirm 10-26-26.","Clayey conditions at 40 moisture are decent for Pulses nutrient uptake.","10-26-26 supports robust Pulses flowering at a cool 25C."
FERT-070,split-0-100,30,60,38,Sandy,Millets,10,0,14,gemini,model-instructions-v4,20-20,"Millets needing 10 N and 14 P in Sandy soil are perfectly suited for 20-20.","The low N to P deficit is exactly what 20-20 is formulated to correct.","Sandy soil at 38 moisture drains fast; split the 20-20 dose.","The 30C temperature provides a good metabolic rate for Millets to use this."
FERT-071,split-0-100,26,52,39,Clayey,Pulses,21,0,23,gemini,model-instructions-v4,28-28,"Pulses demanding 21 N and 23 P in Clayey soil mandate a 28-28 application.","Equal mid-range N and P without K makes 28-28 the most accurate selection.","Clay at 39 moisture might be hard to work the 28-28 into without tilling.","Apply during 52% humidity to improve soil integration for Pulses."
FERT-072,split-0-100,31,62,32,Red,Tobacco,39,0,0,gemini,model-instructions-v4,Urea,"Tobacco in Red soil needing 39 N and nothing else must receive Urea.","Total lack of K/P requirements guarantees Urea is the optimal path.","Red soil at a low 32 moisture under 31C heat will severely limit mobility.","Irrigation is critical to activate the Urea for Tobacco."
FERT-073,split-0-100,34,65,48,Loamy,Wheat,23,0,19,gemini,model-instructions-v4,28-28,"Wheat demanding 23 N and 19 P in Loamy soil are best served by 28-28.","Confident in 28-28 due to the simultaneous moderate N and P deficits.","Loamy soil at 48 moisture provides excellent conditions for nutrient uptake.","Apply 28-28 to boost Wheat tillering under 34C weather."
FERT-074,split-0-100,27,53,34,Black,Oil seeds,42,0,0,gemini,model-instructions-v4,Urea,"Oil seeds with an extreme 42 N deficit in Black soil strictly dictate Urea.","The 42-0-0 profile leaves Urea as the definitive recommendation here.","Black soil cracking at 34 moisture could expose the Urea to air.","The 27C weather is excellent for steady Oil seed vegetative growth."
FERT-075,split-0-100,33,64,31,Red,Ground Nuts,13,0,39,gemini,model-instructions-v4,DAP,"Ground Nuts needing 39 P and 13 N in Red soil require the phosphorous kick of DAP.","The 1:3 ratio with zero potassium strongly supports a DAP top-dress.","Very low 31 moisture means the fertilizer won't activate without immediate watering.","DAP will strengthen Ground Nut pegs once incorporated at 33C."
FERT-076,split-0-100,29,58,42,Clayey,Paddy,9,10,22,gemini,model-instructions-v4,14-35-14,"Paddy demanding 22 P, 10 K, and 9 N in Clayey soil fits the 14-35-14 profile.","The exact low N/K and high P gap corresponds directly to 14-35-14.","Clayey conditions at 42 moisture are decent for Paddy nutrient uptake.","14-35-14 will strongly support Paddy root systems at 29C."
FERT-077,split-0-100,30,60,47,Sandy,Maize,22,0,21,gemini,model-instructions-v4,28-28,"Maize requiring 22 N and 21 P in Sandy soil mandate a 28-28 application.","Equal mid-range N and P without K makes 28-28 the most accurate selection.","Sandy soil at 47 moisture drains well; ensure nutrients stay in the root zone.","The 30C temperature provides a good metabolic rate for Maize."
FERT-078,split-0-100,27,53,59,Loamy,Sugarcane,10,0,15,gemini,model-instructions-v4,20-20,"Sugarcane needing 10 N and 15 P in Loamy soil align best with 20-20.","The low N and P demand without K makes 20-20 a safe baseline here.","Loamy soil at 59 moisture provides an excellent bed for 20-20 absorption.","The 27C weather is comfortable enough to trigger steady Sugarcane growth."
